股票代码,股票简称,最新价,最新涨跌幅,牛叉诊股综合评分,技术面评分,资金面评分,消息面评分,行业面评分,基本面评分,market_code,code
600760.SH,中航沈飞,37.25,-0.188,6.5,6.5,6.8,5.5,4.5,7.7,17,600760
600885.SH,宏发股份,25.2,-0.513,6.5,6.7,7.4,5.5,4.5,6.9,17,600885
600933.SH,爱柯迪,19.85,-2.217,6.5,6.6,7.3,7.7,1.0,7.4,17,600933
600938.SH,中国海油,24.48,-0.528,6.5,8.8,6.3,5.5,1.1,6.7,17,600938
600968.SH,海油发展,3.14,-0.318,6.5,8.7,7.0,5.5,1.1,6.4,17,600968
600988.SH,赤峰黄金,13.16,0.076,6.5,6.9,5.4,7.7,5.1,6.6,17,600988
601006.SH,大秦铁路,7.78,2.503,6.5,8.6,7.0,5.5,4.8,4.9,17,601006
601009.SH,南京银行,8.49,1.071,6.5,7.7,5.5,5.5,7.6,6.0,17,601009
601038.SH,一拖股份,15.0,0.671,6.5,8.6,3.1,6.6,4.5,7.4,17,601038
601100.SH,恒立液压,53.38,-4.027,6.5,7.5,7.0,5.0,4.5,6.5,17,601100
601101.SH,昊华能源,7.22,-0.414,6.5,8.9,4.4,5.5,5.3,6.2,17,601101
601238.SH,广汽集团,8.55,-1.498,6.5,7.4,6.9,5.5,4.7,6.3,17,601238
601598.SH,中国外运,6.05,3.596,6.5,8.6,7.1,5.5,1.0,6.3,17,601598
601628.SH,中国人寿,30.59,-1.259,6.5,8.8,5.8,5.5,4.5,5.7,17,601628
601666.SH,平煤股份,13.05,2.273,6.5,9.0,4.1,5.5,5.3,6.6,17,601666
601799.SH,星宇股份,131.0,-2.464,6.5,7.8,6.6,5.5,4.5,6.2,17,601799
601966.SH,玲珑轮胎,20.79,-1.888,6.5,7.8,7.4,6.0,1.0,6.7,17,601966
601989.SH,中国重工,4.39,-0.227,6.5,8.6,5.3,4.6,4.5,6.8,17,601989
603027.SH,千禾味业,14.99,-1.317,6.5,6.6,7.5,7.1,1.1,7.2,17,603027
603658.SH,安图生物,57.03,2.498,6.5,8.1,7.1,5.5,0.0,7.3,17,603658
603848.SH,好太太,13.65,0.516,6.5,5.1,7.1,9.9,1.0,7.8,17,603848
605020.SH,永和股份,31.49,9.99,6.5,7.9,7.1,5.5,1.0,7.1,17,605020
688076.SH,诺泰生物,48.4,5.263,6.5,8.2,6.8,5.5,1.2,6.9,17,688076
688488.SH,艾迪药业,12.6,-1.563,6.5,8.0,7.6,5.5,1.6,6.5,17,688488
000001.SZ,平安银行,9.82,0.102,6.4,7.7,5.4,5.5,6.5,6.3,33,1
000166.SZ,申万宏源,4.46,1.364,6.4,6.8,5.7,9.9,1.6,6.1,33,166
000581.SZ,威孚高科,16.94,-1.911,6.4,7.5,5.2,8.8,4.5,5.4,33,581
000598.SZ,兴蓉环境,6.18,0.325,6.4,8.3,4.8,5.5,4.5,6.8,33,598
000617.SZ,中油资本,6.0,0.334,6.4,7.7,5.6,5.5,4.5,6.8,33,617
000651.SZ,格力电器,37.96,2.65,6.4,8.8,4.5,5.5,4.5,6.5,33,651
000690.SZ,宝新能源,4.96,0.202,6.4,8.6,3.4,8.8,4.9,5.3,33,690
002252.SZ,上海莱士,7.01,0.718,6.4,6.7,6.2,5.9,5.1,6.9,33,2252
002422.SZ,科伦药业,26.09,-0.344,6.4,7.6,4.6,5.7,4.5,7.4,33,2422
002558.SZ,巨人网络,10.14,-0.88,6.4,6.0,7.6,5.5,4.5,7.1,33,2558
002832.SZ,比音勒芬,31.4,-1.134,6.4,7.8,7.0,5.5,1.0,6.8,33,2832
002870.SZ,香山股份,27.8,0.361,6.4,5.1,6.6,9.9,1.0,7.8,33,2870
